instrument_01tm3p2.csv:1,2024-02-25T00:00:04Z,15.01,15.54,15.5,96.12
instrument_01tm3p2.csv:1,2024-02-25T00:15:02Z,14.86,15.33,15.38,96.19
instrument_01tm3p2.csv:1,2024-02-25T00:30:03Z,14.66,15.12,15.12,96.2
instrument_01tm3p2.csv:1,2024-02-25T00:45:04Z,14.66,15.18,15.12,96.35
instrument_01tm3p2.csv:1,2024-02-25T01:00:02Z,14.49,14.96,14.88,96.42
instrument_01tm3p2.csv:1,2024-02-25T01:04:32Z,14.4,14.82,14.75,96.38
instrument_01tm3p2.csv:1,2024-02-25T01:05:52Z,14.36,14.75,14.69,96.41
instrument_01tm3p2.csv:1,2024-02-25T01:15:04Z,14.21,14.67,14.62,96.56
instrument_01tm3p2.csv:1,2024-02-25T01:30:02Z,14.27,14.85,14.69,96.72
instrument_01tm3p2.csv:1,2024-02-25T01:45:03Z,14.68,15.13,15.12,96.85
instrument_01tm3p2.csv:1,2024-02-25T02:00:04Z,14.73,15.27,15.12,96.9
instrument_01tm3p2.csv:1,2024-02-25T02:15:04Z,14.57,15.12,15.06,96.88
instrument_01tm3p2.csv:1,2024-02-25T02:30:02Z,14.71,15.3,15.25,97.05
instrument_01tm3p2.csv:1,2024-02-25T02:45:03Z,14.87,15.4,15.44,96.86
instrument_01tm3p2.csv:1,2024-02-25T03:00:04Z,14.77,15.3,15.31,96.75
instrument_01tm3p2.csv:1,2024-02-25T03:15:02Z,14.61,15.15,15.06,96.71
instrument_01tm3p2.csv:1,2024-02-25T03:30:03Z,14.6,15.1,15.06,96.62
instrument_01tm3p2.csv:1,2024-02-25T03:45:04Z,14.52,15.03,15,96.62
instrument_01tm3p2.csv:1,2024-02-25T04:00:02Z,14.49,14.99,14.94,96.53
instrument_01tm3p2.csv:1,2024-02-25T04:15:03Z,14.59,15.13,15.19,96.54
instrument_01tm3p2.csv:1,2024-02-25T04:30:04Z,14.89,15.5,15.56,96.68
instrument_01tm3p2.csv:1,2024-02-25T04:45:04Z,15.53,16.15,16,96.85
instrument_01tm3p2.csv:1,2024-02-25T05:00:03Z,15.74,16.29,16.25,96.22
instrument_01tm3p2.csv:1,2024-02-25T05:15:03Z,16,16.68,16.88,92.77
instrument_01tm3p2.csv:1,2024-02-25T05:30:03Z,16.74,17.37,17.31,87.13
instrument_01tm3p2.csv:1,2024-02-25T05:45:03Z,17.58,18.16,18,82.42
instrument_01tm3p2.csv:1,2024-02-25T06:00:02Z,18.3,18.66,18.5,79.5
instrument_01tm3p2.csv:1,2024-02-25T06:15:03Z,18.89,19.28,19.12,76.15
instrument_01tm3p2.csv:1,2024-02-25T06:30:04Z,19.88,20.05,20.12,73.28
instrument_01tm3p2.csv:1,2024-02-25T06:45:03Z,19.82,20.08,20.06,72.7
instrument_01tm3p2.csv:1,2024-02-25T07:00:04Z,20.47,20.66,20.69,72.97
instrument_01tm3p2.csv:1,2024-02-25T07:15:03Z,20.86,21.07,21.12,73.58
instrument_01tm3p2.csv:1,2024-02-25T07:30:04Z,21.66,21.96,21.94,70.15
instrument_01tm3p2.csv:1,2024-02-25T07:45:03Z,22.03,22.12,22.31,67.67
instrument_01tm3p2.csv:1,2024-02-25T08:00:03Z,22.3,22.59,22.69,69.43
instrument_01tm3p2.csv:1,2024-02-25T08:15:03Z,22.4,22.42,22.69,63.47
instrument_01tm3p2.csv:1,2024-02-25T08:30:04Z,23.53,23.88,24,58.73
instrument_01tm3p2.csv:1,2024-02-25T08:45:02Z,23.93,24.4,24.5,57.87
instrument_01tm3p2.csv:1,2024-02-25T09:00:03Z,24.43,24.32,24.69,54.17
instrument_01tm3p2.csv:1,2024-02-25T09:15:03Z,25.04,24.74,25.25,50.1
instrument_01tm3p2.csv:1,2024-02-25T09:30:04Z,24.79,24.95,25.06,50.51
instrument_01tm3p2.csv:1,2024-02-25T09:45:03Z,24.47,24.52,24.75,52.43
instrument_01tm3p2.csv:1,2024-02-25T10:00:03Z,24.73,24.91,25.06,51.46
instrument_01tm3p2.csv:1,2024-02-25T10:15:04Z,24.54,24.7,25,52.32
instrument_01tm3p2.csv:1,2024-02-25T10:30:03Z,24.51,24.59,24.88,51.02
instrument_01tm3p2.csv:1,2024-02-25T10:45:02Z,25.09,25.18,25.44,51.79
instrument_01tm3p2.csv:1,2024-02-25T11:00:03Z,25.22,25.37,25.62,47.62
instrument_01tm3p2.csv:1,2024-02-25T11:15:04Z,26.09,26.14,26.69,47.41
instrument_01tm3p2.csv:1,2024-02-25T11:30:02Z,25.69,25.57,25.94,48.25
instrument_01tm3p2.csv:1,2024-02-25T11:45:03Z,25.62,25.82,26.06,51.65
instrument_01tm3p2.csv:1,2024-02-25T12:00:03Z,25.48,25.79,25.94,49.87
instrument_01tm3p2.csv:1,2024-02-25T12:15:04Z,25.44,25.76,25.81,49.45
