1240001,2024-11-01,0,0,7
1240001,2024-11-04,0,0,7
1240001,2024-11-05,11.6,11.4,7
1240001,2024-11-06,0.2,0.4,7
1240001,2024-11-07,14.2,14.2,7
1240001,2024-11-08,2.4,2.2,7
1240001,2024-11-09,0,0,7
1240001,2024-11-10,9.6,9.8,7
1240001,2024-11-11,2.2,2,7
1240001,2024-11-12,0,0,7
1240001,2024-11-13,46.2,42.6,7
1240001,2024-11-14,8,8.2,7
1240001,2024-11-15,0.6,0.4,7
1240001,2024-11-16,33,32.4,7
1240001,2024-11-17,0,0,7
1240001,2024-11-18,0.4,0.6,7
1240001,2024-11-19,4,3.8,7
1240001,2024-11-20,0,0,7
1240001,2024-11-21,2.4,2.6,7
1240001,2024-11-22,25.8,25,7
1240001,2024-11-23,0,0,7
1240001,2024-11-24,66.4,62.6,7
1240001,2024-11-25,70.4,66.8,7
1240001,2024-11-26,12.6,12.2,7
1240001,2024-11-27,0.6,0.4,7
1240001,2024-11-28,0,0,7
1240001,2024-11-30,32.4,53.4,7
1240002,2024-11-01,0,0,7
1240002,2024-11-10,0,0,7
1240002,2024-11-12,0,0,7
1240002,2024-11-13,18.6,19.4,7
1240002,2024-11-15,2.4,1.4,7
1240002,2024-11-16,0,0,7
1240002,2024-11-19,0,0,7
1240002,2024-11-20,2.2,2.2,7
1240002,2024-11-21,0,0,7
1240002,2024-11-22,6.6,6.6,7
1240002,2024-11-23,0,0,7
1240002,2024-11-24,0,0,7
1240002,2024-11-25,0,0,7
1240002,2024-11-26,0,0,7
1240002,2024-11-27,0,0,7
1240002,2024-11-28,0,0,7
1240002,2024-11-29,0,0,7
1240002,2024-11-30,73,79.8,7
1240004,2024-11-01,2,2,7
1240004,2024-11-04,0,0,7
1240004,2024-11-05,4.2,4.2,7
1240004,2024-11-06,18.4,18.8,7
1240004,2024-11-07,49.6,52.4,7
1240004,2024-11-08,0,0,7
1240004,2024-11-09,0,0,7
1240004,2024-11-10,46.8,50.8,7
1240004,2024-11-11,4.4,4.8,7
1240004,2024-11-12,40.4,42.8,7
1240004,2024-11-13,0,0,7
1240004,2024-11-14,96.4,108.2,7
1240004,2024-11-15,48,52.4,7
1240004,2024-11-16,5.4,5.6,7
1240004,2024-11-17,0,0,7
1240004,2024-11-18,1.2,1,7
1240004,2024-11-19,4.2,4.4,7
1240004,2024-11-20,7.2,7.8,7
1240004,2024-11-21,4.6,5.2,7
1240004,2024-11-22,0.6,0.6,7
1240004,2024-11-23,0.8,0.8,7
1240004,2024-11-24,10.4,11.4,7
1240004,2024-11-25,10.4,11,7
1240004,2024-11-26,0,0,7
1240004,2024-11-27,0,0,7
1240004,2024-11-28,3.4,3,7
1240004,2024-11-29,0,0,7
1240004,2024-11-30,4.6,4.8,7
1240005,2024-11-06,0,0,7
1240005,2024-11-07,1.8,1.4,7
1240005,2024-11-08,0.4,0.4,7
1240005,2024-11-09,1,1.2,7
1240005,2024-11-10,3.2,3,7
1240005,2024-11-11,44.4,45,7
1240005,2024-11-12,0.2,0,7
1240005,2024-11-13,1.4,1.4,7
1240005,2024-11-14,0,0,7
1240005,2024-11-15,3,3.2,7
1240005,2024-11-16,0,0,7
1240005,2024-11-17,0,0,7
1240005,2024-11-18,0,0,7
1240005,2024-11-19,0,0,7
1240005,2024-11-20,0,0,7
1240005,2024-11-21,0,0.2,7
1240005,2024-11-22,0,0,7
1240005,2024-11-23,2,2,7
1240005,2024-11-24,0,0,7
1240005,2024-11-25,2.8,2.8,7
1240005,2024-11-26,0,0,7
1240005,2024-11-27,0,0,7
1240005,2024-11-28,0,0,7
1240005,2024-11-29,0,0,7
1240005,2024-11-30,83,82.6,7
1240006,2024-11-04,0,0,7
1240006,2024-11-06,0,0,7
1240006,2024-11-07,2.2,4.4,7
1240006,2024-11-08,0,0,7
1240006,2024-11-09,0,0,7
1240006,2024-11-10,0,0,7
1240006,2024-11-11,6.6,13.4,7
1240006,2024-11-12,0,0,7
1240006,2024-11-13,3.8,4.2,7
1240006,2024-11-14,0.8,1.6,7
1240006,2024-11-15,3,9.8,7
1240006,2024-11-16,1.6,1.6,7
1240006,2024-11-17,0,0.2,7
1240006,2024-11-18,0,165,7
1240006,2024-11-19,0,1486.2,7
1240006,2024-11-20,11.2,5,7
1240006,2024-11-21,38,0,7
1240006,2024-11-22,0.6,1,7
1240006,2024-11-23,0.6,0,7
1240006,2024-11-24,0,0,7
1240006,2024-11-25,0,0,7
1240006,2024-11-26,0,0,7
1240006,2024-11-27,0,0,7
1240006,2024-11-28,0,0,7
1240006,2024-11-29,0,0,7
1240006,2024-11-30,126,0.2,7
1240007,2024-11-01,17.8,0.4,7
1240007,2024-11-04,0,0,7
1240007,2024-11-05,0,8.4,7
1240007,2024-11-06,17.2,0,7
1240007,2024-11-07,0,0,7
1240007,2024-11-08,0,0,7
1240007,2024-11-09,0,0,7
1240007,2024-11-10,0,0,7
1240007,2024-11-11,0,0,7
1240007,2024-11-12,0,1.4,7
1240007,2024-11-13,0,0,7
1240007,2024-11-14,0,2,7
1240007,2024-11-15,1.6,0,7
1240007,2024-11-16,0,0,7
1240007,2024-11-17,0,0,7
1240007,2024-11-18,0,0,7
1240007,2024-11-19,0,0,7
1240007,2024-11-20,0,3.4,7
1240007,2024-11-21,0.2,0,7
1240007,2024-11-22,0,0.2,7
1240007,2024-11-23,0.4,0,7
1240007,2024-11-24,0.2,0,7
1240007,2024-11-25,0,2.6,7
1240007,2024-11-26,1.2,0,7
1240007,2024-11-27,0,0,7
1240007,2024-11-28,0,0,7
1240007,2024-11-29,0,13.6,7
1240007,2024-11-30,16.4,0,7
1240008,2024-11-01,0,0,7
1240008,2024-11-04,0,0,7
1240008,2024-11-05,0.2,0.2,7
1240008,2024-11-06,15.8,15.6,7
1240008,2024-11-07,0,0,7
1240008,2024-11-08,0,0,7
1240008,2024-11-09,0,0,7
1240008,2024-11-10,0,0,7
1240008,2024-11-11,0,0.2,7
1240008,2024-11-12,0,0,7
1240008,2024-11-13,0,0,7
1240008,2024-11-14,4.6,4.6,7
1240008,2024-11-15,0.4,0.2,7
1240008,2024-11-16,10.2,9.8,7
1240008,2024-11-17,0,0,7
1240008,2024-11-18,0,0,7
1240008,2024-11-19,0,0,7
1240008,2024-11-20,19.6,19.2,7
1240008,2024-11-21,4.2,4,7
1240008,2024-11-22,30.4,29.6,7
1240008,2024-11-23,13.4,13.2,7
1240008,2024-11-24,0,0,7
1240008,2024-11-25,0,0,7
1240008,2024-11-26,0,0,7
1240008,2024-11-27,0,0,7
1240008,2024-11-28,0,0,7
1240008,2024-11-29,0,0,7
1240008,2024-11-30,11.2,11.4,7
1240009,2024-11-01,0,0,7
1240009,2024-11-04,2.2,0,7
1240009,2024-11-05,0.2,0,7
1240009,2024-11-06,0,29.4,7
1240009,2024-11-07,25,0,7
1240009,2024-11-08,0,0,7
1240009,2024-11-09,0,0,7
1240009,2024-11-10,0,0,7
1240009,2024-11-11,0,0,7
1240009,2024-11-12,0,14.6,7
1240009,2024-11-13,12.6,0,7
1240009,2024-11-14,0,2.4,7
1240009,2024-11-15,1.8,60.4,7
1240009,2024-11-16,53.6,0,7
1240009,2024-11-17,0,0,7
1240009,2024-11-18,0,0.2,7
1240009,2024-11-19,0.2,4.6,7
1240009,2024-11-21,68.6,17.2,7
1240009,2024-11-22,14.4,4,7
1240009,2024-11-23,2.6,11.4,7
1240009,2024-11-24,10,3.8,7
1240009,2024-11-25,3.4,0,7
1240009,2024-11-26,0,0,7
1240009,2024-11-27,0,19.6,7
1240009,2024-11-28,16.6,0,7
1240009,2024-11-29,0.2,39,7
1240009,2024-11-30,36,45,7
1240010,2024-11-01,3.8,0,7
1240010,2024-11-04,0,0,7
1240010,2024-11-05,38.2,0,7
1240010,2024-11-06,4.6,0,7
1240010,2024-11-07,3.6,0,7
1240010,2024-11-08,0,0,7
1240010,2024-11-09,0,0,7
1240010,2024-11-10,33.6,0,7
1240010,2024-11-11,3.4,0,7
1240010,2024-11-12,3,0,7
1240010,2024-11-13,0,0,7
1240010,2024-11-14,10,0,7
1240010,2024-11-15,14.6,0,7
1240010,2024-11-16,12.2,0,7
1240010,2024-11-17,0,0,7
1240010,2024-11-18,0,0,7
1240010,2024-11-19,60,0,7
1240010,2024-11-20,10.6,0,7
1240010,2024-11-21,10.6,0,7
1240010,2024-11-22,9,0,7
1240010,2024-11-23,0,0,7
1240010,2024-11-24,0,0,7
1240010,2024-11-25,22.8,0,7
1240010,2024-11-26,3.2,0,7
1240010,2024-11-27,0,0,7
1240010,2024-11-28,0,0,7
1240010,2024-11-29,0,0,7
1240010,2024-11-30,0,0,7
1240011,2024-11-01,0,0,7
1240011,2024-11-04,2,2.2,7
1240011,2024-11-05,19.4,22,7
1240011,2024-11-06,15.8,17.6,7
1240011,2024-11-07,7.8,8.4,7
1240011,2024-11-08,15,16.8,7
1240011,2024-11-09,28.8,33.2,7
1240011,2024-11-10,13,14.8,7
1240011,2024-11-11,2.2,2.4,7
1240011,2024-11-12,5.2,6,7
1240011,2024-11-13,0,0,7
1240011,2024-11-14,91,107.8,7
1240011,2024-11-15,23.8,28.8,7
1240011,2024-11-16,2.8,3.2,7
1240011,2024-11-17,0,0,7
1240011,2024-11-18,0,0,7
1240011,2024-11-19,2.8,3.2,7
1240011,2024-11-20,0,0,7
1240011,2024-11-21,13.2,15.6,7
1240011,2024-11-22,1.4,1.2,7
1240011,2024-11-23,0,0,7
1240011,2024-11-24,10.4,11.6,7
1240011,2024-11-25,12.2,14,7
1240011,2024-11-26,12.6,14.8,7
1240011,2024-11-27,7.6,8.4,7
1240011,2024-11-28,0.4,0.4,7
1240011,2024-11-29,0,0,7
