2024-08-01,0,0,1240001,7
2024-08-02,0,0,1240001,7
2024-08-03,0,0,1240001,7
2024-08-04,0,0.2,1240001,7
2024-08-05,0,0,1240001,7
2024-08-06,0,0,1240001,7
2024-08-07,0.8,1,1240001,7
2024-08-08,1.6,1.6,1240001,7
2024-08-09,0.2,0.2,1240001,7
2024-08-10,0,0,1240001,7
2024-08-11,0,0,1240001,7
2024-08-12,0,0,1240001,7
2024-08-13,0,0,1240001,7
2024-08-14,0,0,1240001,7
2024-08-15,0,0,1240001,7
2024-08-16,0,0,1240001,7
2024-08-17,0,0,1240001,7
2024-08-18,0,0.2,1240001,7
2024-08-19,0,0,1240001,7
2024-08-20,0,0,1240001,7
2024-08-21,0,0,1240001,7
2024-08-22,0,0,1240001,7
2024-08-23,0,0,1240001,7
2024-08-24,1.8,1.6,1240001,7
2024-08-25,0.4,0.4,1240001,7
2024-08-26,0,0,1240001,7
2024-08-27,0,0,1240001,7
2024-08-28,0,0,1240001,7
2024-08-29,0,0,1240001,7
2024-08-30,0,0,1240001,7
2024-08-31,0,0,1240001,7
2024-08-01,19.8,0,1240002,7
2024-08-02,0,0,1240002,7
2024-08-03,0,0,1240002,7
2024-08-04,0.2,0,1240002,7
2024-08-05,0,0,1240002,7
2024-08-06,1,0,1240002,7
2024-08-07,12.6,0,1240002,7
2024-08-08,0,0,1240002,7
2024-08-09,0,0,1240002,7
2024-08-10,1.6,0,1240002,7
2024-08-11,7.6,0,1240002,7
2024-08-12,0,0,1240002,7
2024-08-13,0,0,1240002,7
2024-08-14,0,0,1240002,7
2024-08-15,0,0,1240002,7
2024-08-16,0,0,1240002,7
2024-08-17,0.2,0,1240002,7
2024-08-18,1.6,0,1240002,7
2024-08-19,0.8,0,1240002,7
2024-08-20,0,0,1240002,7
2024-08-21,0,0,1240002,7
2024-08-22,3.8,0,1240002,7
2024-08-23,0,0,1240002,7
2024-08-24,0,0,1240002,7
2024-08-25,0,0,1240002,7
2024-08-26,20.2,0,1240002,7
2024-08-27,0,0,1240002,7
2024-08-28,0,0,1240002,7
2024-08-29,6.4,0,1240002,7
2024-08-30,5.4,0,1240002,7
2024-08-31,6.2,0,1240002,7
2024-08-03,0,0,1240003,7
2024-08-04,0,0,1240003,7
2024-08-05,0.2,0.2,1240003,7
2024-08-06,0,0,1240003,7
2024-08-07,3.8,0,1240003,7
2024-08-08,3.8,0,1240003,7
2024-08-10,0,0,1240003,7
2024-08-14,0,0,1240003,7
2024-08-15,0,0,1240003,7
2024-08-16,0,0,1240003,7
2024-08-17,0,0,1240003,7
2024-08-18,0,0,1240003,7
2024-08-20,0,0,1240003,7
2024-08-22,0,0,1240003,7
2024-08-23,0,0,1240003,7
2024-08-24,0,0,1240003,7
2024-08-25,0,0,1240003,7
2024-08-26,0,0,1240003,7
2024-08-27,0,0,1240003,7
2024-08-28,0,0,1240003,7
2024-08-29,0,0,1240003,7
2024-08-30,0,0,1240003,7
2024-08-31,0,0,1240003,7
2024-08-01,0,0,1240004,7
2024-08-02,0,0,1240004,7
2024-08-03,1.2,1.4,1240004,7
2024-08-04,0,0,1240004,7
2024-08-05,0,0,1240004,7
2024-08-06,0,0,1240004,7
2024-08-07,0.4,0.6,1240004,7
2024-08-08,0.2,0.2,1240004,7
2024-08-09,0,0,1240004,7
2024-08-10,0,0,1240004,7
2024-08-11,0.4,0.6,1240004,7
2024-08-12,0,0,1240004,7
2024-08-13,1.2,1.6,1240004,7
2024-08-14,0.2,0.2,1240004,7
2024-08-15,0.2,0.2,1240004,7
2024-08-16,0,0,1240004,7
2024-08-17,0,0,1240004,7
2024-08-18,0,0,1240004,7
2024-08-19,0,0,1240004,7
2024-08-20,0,0,1240004,7
2024-08-21,0,0,1240004,7
2024-08-22,0,0,1240004,7
2024-08-23,0,0,1240004,7
2024-08-24,0,0,1240004,7
2024-08-25,0,0,1240004,7
2024-08-26,0.4,0.4,1240004,7
2024-08-27,0.8,1,1240004,7
2024-08-28,0.2,0.4,1240004,7
2024-08-29,0,0,1240004,7
2024-08-30,0,0,1240004,7
2024-08-31,0,0,1240004,7
2024-08-01,6.4,6.4,1240005,7
2024-08-02,0,0,1240005,7
2024-08-03,0.2,0.2,1240005,7
2024-08-04,0,0.2,1240005,7
2024-08-05,0,0,1240005,7
2024-08-06,3,3,1240005,7
2024-08-07,3.6,4,1240005,7
2024-08-08,0,0,1240005,7
2024-08-09,1.4,1.4,1240005,7
2024-08-10,12.6,13,1240005,7
2024-08-11,0.2,0.2,1240005,7
2024-08-12,0,0,1240005,7
2024-08-13,1.4,1.6,1240005,7
2024-08-14,0.4,0.4,1240005,7
2024-08-15,0,0,1240005,7
2024-08-16,0,0,1240005,7
2024-08-17,0,0,1240005,7
2024-08-18,0,0,1240005,7
2024-08-19,0,0,1240005,7
2024-08-20,0,0,1240005,7
2024-08-21,0,0,1240005,7
2024-08-22,0,0,1240005,7
2024-08-23,0,0,1240005,7
2024-08-24,0,0,1240005,7
2024-08-25,0,0,1240005,7
2024-08-26,13.8,13.6,1240005,7
2024-08-27,0.8,0.8,1240005,7
2024-08-28,2,2.2,1240005,7
2024-08-29,4.2,4.2,1240005,7
2024-08-30,4.6,4.6,1240005,7
2024-08-31,2.8,3,1240005,7
2024-08-01,0,0.6,1240006,7
2024-08-02,0,0,1240006,7
2024-08-03,0,0.4,1240006,7
2024-08-04,0,0,1240006,7
2024-08-05,0,0,1240006,7
2024-08-06,0,0.2,1240006,7
2024-08-09,0,3.6,1240006,7
2024-08-12,0,0,1240006,7
2024-08-13,0,0,1240006,7
2024-08-14,0,0,1240006,7
2024-08-15,0,0,1240006,7
2024-08-16,0,0,1240006,7
2024-08-17,0,3.4,1240006,7
2024-08-18,0.4,4,1240006,7
2024-08-19,0,0,1240006,7
2024-08-20,0,0,1240006,7
2024-08-21,0,0,1240006,7
2024-08-22,0,0,1240006,7
2024-08-23,0,0.4,1240006,7
2024-08-24,0,0,1240006,7
2024-08-25,0,0,1240006,7
2024-08-26,0,14,1240006,7
2024-08-27,0,3.6,1240006,7
2024-08-28,0,0,1240006,7
2024-08-29,0,3.2,1240006,7
2024-08-01,0,0,1240007,7
2024-08-02,0,0,1240007,7
2024-08-03,0,0,1240007,7
2024-08-04,0,0,1240007,7
2024-08-05,0,0,1240007,7
2024-08-06,0,0,1240007,7
2024-08-07,1.4,1.4,1240007,7
2024-08-08,0,0,1240007,7
2024-08-09,0,0,1240007,7
2024-08-10,0.4,0.4,1240007,7
2024-08-11,0,0,1240007,7
2024-08-12,0,0,1240007,7
2024-08-13,0,0,1240007,7
2024-08-14,0,0,1240007,7
2024-08-15,0,0,1240007,7
2024-08-16,0,0,1240007,7
2024-08-17,0.8,0.8,1240007,7
2024-08-18,0,0,1240007,7
2024-08-19,0,0,1240007,7
2024-08-20,0,0,1240007,7
