instrument_20v2m11p6.csv:20,2023-11-30T00:00:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T00:15:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T00:30:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T00:45:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T01:00:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T01:15:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T01:30:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T01:45:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T02:00:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T02:15:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T02:30:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T02:45:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T03:00:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T03:15:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T03:30:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T03:45:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T04:00:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T04:15:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T04:30:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T04:40:58Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T04:42:33Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T04:45:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T05:00:00Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T05:15:00Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T05:30:13Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T05:45:00Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T06:00:06Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T06:15:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T06:30:01Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T06:45:14Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T07:00:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T07:15:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T07:30:01Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T07:45:05Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T08:00:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T08:15:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T08:30:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T08:45:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T09:00:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T09:15:03Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T09:30:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T09:45:06Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T10:00:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T10:15:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T10:30:02Z,0,0
instrument_20v2m11p6.csv:20,2023-11-30T10:45:00Z,0,0
