station_seqnum,date,rgp1,rgp2,who
1240001,2025-01-01,0,0,7
1240001,2025-01-02,0,0,7
1240001,2025-01-03,0,0,7
1240001,2025-01-04,0,0,7
1240001,2025-01-05,0.2,0.2,7
1240001,2025-01-06,0,0,7
1240001,2025-01-07,0,0,7
1240001,2025-01-08,0,0,7
1240001,2025-01-09,8.8,11.2,7
1240001,2025-01-10,0,0,7
1240001,2025-01-11,0,0,7
1240001,2025-01-12,0,0,7
1240001,2025-01-13,0,0,7
1240001,2025-01-14,0,0,7
1240001,2025-01-15,0,0,7
1240001,2025-01-16,0,0,7
1240001,2025-01-17,0,0,7
1240001,2025-01-18,0,0,7
1240001,2025-01-19,0,0,7
1240001,2025-01-20,0,0,7
1240001,2025-01-21,0,0,7
1240001,2025-01-22,0,0,7
1240001,2025-01-23,0,0,7
1240001,2025-01-24,0,0,7
1240001,2025-01-25,28.8,29.6,7
1240001,2025-01-26,54.8,55.2,7
1240001,2025-01-27,0,0,7
1240001,2025-01-28,48.6,64.6,7
1240001,2025-01-29,0.2,0.4,7
1240001,2025-01-30,9,10.4,7
1240001,2025-01-31,0,0,7
1240002,2025-01-01,0,0,7
1240002,2025-01-02,0,0,7
1240002,2025-01-03,0,0,7
1240002,2025-01-04,0,0,7
1240002,2025-01-05,0.2,0.2,7
1240002,2025-01-06,0,0,7
1240002,2025-01-07,0,0,7
1240002,2025-01-08,0,0,7
1240002,2025-01-09,0,0,7
1240002,2025-01-10,0,0,7
1240002,2025-01-11,0,0,7
1240002,2025-01-12,0,0,7
1240002,2025-01-13,0,0,7
1240002,2025-01-14,0,0,7
1240002,2025-01-15,0,0,7
1240002,2025-01-16,0,0,7
1240002,2025-01-17,0,0,7
1240002,2025-01-20,0,0,7
1240002,2025-01-21,0,0,7
1240002,2025-01-24,0,0,7
1240002,2025-01-25,0,0,7
1240002,2025-01-28,0,0,7
1240002,2025-01-29,0,0,7
1240002,2025-01-30,0,0,7
1240002,2025-01-31,0,0,7
1240004,2025-01-01,0.2,0,7
1240004,2025-01-02,0,0,7
1240004,2025-01-03,0,0,7
1240004,2025-01-04,0,0,7
1240004,2025-01-05,0,0,7
1240004,2025-01-06,0,0,7
1240004,2025-01-07,0,0,7
1240004,2025-01-08,0,0,7
1240004,2025-01-09,17.8,19.4,7
1240004,2025-01-10,0,0,7
1240004,2025-01-11,0,0,7
1240004,2025-01-12,0,0,7
1240004,2025-01-13,0,0,7
1240004,2025-01-14,0,0,7
1240004,2025-01-15,0,0,7
1240004,2025-01-16,0,0,7
1240004,2025-01-17,0,0,7
1240004,2025-01-18,0,0,7
1240004,2025-01-19,0,0,7
1240004,2025-01-20,0,0,7
1240004,2025-01-21,0,0,7
1240004,2025-01-22,0,0,7
1240004,2025-01-23,0,0,7
1240004,2025-01-24,0,0,7
1240004,2025-01-25,0,0,7
1240004,2025-01-26,0,0,7
1240004,2025-01-27,0,0,7
1240004,2025-01-28,7,7.4,7
1240004,2025-01-29,6.6,7.2,7
1240004,2025-01-30,1.6,2,7
1240004,2025-01-31,0,0,7
1240005,2025-01-01,0,0,7
1240005,2025-01-02,0,0,7
1240005,2025-01-03,0,0,7
1240005,2025-01-04,0,0,7
1240005,2025-01-05,0,0,7
1240005,2025-01-06,0,0,7
1240005,2025-01-07,0,0,7
1240005,2025-01-08,0,0,7
1240005,2025-01-09,0,0,7
1240005,2025-01-10,10.8,11,7
1240005,2025-01-11,0,0,7
1240005,2025-01-12,0,0,7
1240005,2025-01-13,0,0,7
1240005,2025-01-14,0,0,7
1240005,2025-01-15,0,0,7
1240005,2025-01-16,0,0,7
1240005,2025-01-17,0,0,7
1240005,2025-01-18,0,0,7
1240005,2025-01-19,0,0,7
1240005,2025-01-20,0,0,7
1240005,2025-01-21,0,0,7
1240005,2025-01-22,0,0,7
1240005,2025-01-23,0,0,7
1240005,2025-01-24,0,0,7
1240005,2025-01-25,0,0,7
1240005,2025-01-26,0,0,7
1240005,2025-01-27,0,0,7
1240005,2025-01-28,0,0,7
1240005,2025-01-29,0,0,7
1240005,2025-01-30,0,0,7
1240005,2025-01-31,0,0,7
1240006,2025-01-01,0,0.4,7
1240006,2025-01-02,0,0,7
1240006,2025-01-03,0,1.2,7
1240006,2025-01-04,0,0,7
1240006,2025-01-05,0.8,0.8,7
1240006,2025-01-06,0,0,7
1240006,2025-01-07,0,0,7
1240006,2025-01-08,0,0,7
1240006,2025-01-09,0,0,7
1240006,2025-01-10,0,0,7
1240006,2025-01-11,0,0,7
1240006,2025-01-12,0,0,7
1240006,2025-01-13,0,0,7
1240006,2025-01-14,0,0,7
1240006,2025-01-15,0,0,7
1240006,2025-01-16,0.2,0,7
1240006,2025-01-17,0,0,7
1240006,2025-01-18,0,0,7
1240006,2025-01-19,0,0,7
1240006,2025-01-20,0,0,7
1240006,2025-01-21,0,0,7
1240006,2025-01-22,4,2.8,7
1240006,2025-01-23,0,0,7
1240006,2025-01-24,0,0,7
1240006,2025-01-25,0,0,7
1240006,2025-01-26,0,0,7
1240006,2025-01-27,0,0,7
1240006,2025-01-28,0,0,7
1240006,2025-01-29,0,0,7
1240006,2025-01-30,0,0,7
1240006,2025-01-31,0,0,7
1240007,2025-01-01,0,0,7
1240007,2025-01-02,0,0,7
1240007,2025-01-03,0,0,7
1240007,2025-01-04,1,1,7
1240007,2025-01-05,0,0,7
1240007,2025-01-06,0,0,7
1240007,2025-01-07,0,0,7
1240007,2025-01-08,0,0,7
1240007,2025-01-09,0,0,7
1240007,2025-01-10,0,0,7
1240007,2025-01-11,0,0,7
1240007,2025-01-12,0,0,7
1240007,2025-01-13,0,0,7
1240007,2025-01-14,0,0,7
1240007,2025-01-15,0,0,7
1240007,2025-01-16,0,0,7
1240007,2025-01-17,0,0,7
1240007,2025-01-18,0,0,7
1240007,2025-01-19,0,0,7
1240007,2025-01-20,0,0,7
1240007,2025-01-21,0,0,7
